Product,Seller_ID,Item_Category,Subcategory_1,Subcategory_2,General_Rating,Listing_Date,Purchase_Date
P-11620,B-3118,home furnishing,bed linen,blankets quilts dohars,2,1/1/14,8/2/21
P-8113,B-2142,home furnishing,bed linen,blankets quilts dohars,3.7,1/1/14,10/1/21
P-3198,B-825,home furnishing,bed linen,blankets quilts dohars,4.3,1/1/14,6/30/21
P-11525,B-3079,home furnishing,bed linen,blankets quilts dohars,5,1/1/14,7/19/21
P-9627,B-2504,home furnishing,bed linen,blankets quilts dohars,1.6,1/1/14,3/19/21
P-6654,B-1749,home furnishing,cushions pillows covers,cushion covers,4.2,4/6/14,5/31/21
P-2494,B-610,home furnishing,kitchen dining linen,kitchen linen sets,3.4,3/18/16,7/19/21
P-9065,B-2323,home furnishing,cushions pillows covers,cushion covers,2,12/12/16,5/29/21
P-9041,B-2316,home furnishing,bed linen,blankets quilts dohars,1.6,1/1/17,8/22/21
P-9619,B-2504,home furnishing,bed linen,blankets quilts dohars,3.2,1/1/17,12/6/21
P-1384,B-242,home furnishing,bed linen,blankets quilts dohars,4.7,1/1/17,1/28/21
P-1323,B-219,home furnishing,curtains accessories,curtains,4.8,3/3/17,10/8/21
P-1625,B-330,home furnishing,bed linen,bedsheets,3.3,3/12/17,5/1/21
P-4421,B-1160,home furnishing,bed linen,blankets quilts dohars,1.1,12/12/17,1/15/21
P-1785,B-388,home furnishing,bed linen,blankets quilts dohars,2.3,1/1/18,3/27/21
P-3170,B-817,home furnishing,bed linen,blankets quilts dohars,4.9,1/1/18,5/8/21
P-11563,B-3090,home furnishing,bed linen,blankets quilts dohars,4.7,1/1/18,11/21/21
P-6729,B-1783,home furnishing,bed linen,blankets quilts dohars,1.3,1/1/18,2/22/21
P-8072,B-2132,home furnishing,bed linen,blankets quilts dohars,1.7,1/1/18,5/16/21
P-3313,B-855,home furnishing,bed linen,blankets quilts dohars,1.6,1/1/18,7/21/21
P-1325,B-219,home furnishing,curtains accessories,curtains,2.3,3/3/18,10/8/21
P-1317,B-219,home furnishing,curtains accessories,curtains,2.4,3/3/18,11/6/21
P-2489,B-610,home furnishing,kitchen dining linen,kitchen linen sets,2.6,3/18/18,11/17/21
P-3777,B-972,home furnishing,living room furnishing,diwan sets,4.4,12/6/18,9/11/21
P-6783,B-1803,home furnishing,bath linen,towels,4.8,12/12/18,5/25/21
P-7327,B-1961,home furnishing,bed linen,blankets quilts dohars,3.4,1/1/19,6/12/21
P-306,B-82,home furnishing,cushions pillows covers,cushion covers,1.4,7/3/19,8/5/21
P-11739,B-3152,home furnishing,kitchen dining linen,table placemats,2.4,7/3/19,1/21/21
P-9948,B-2605,home furnishing,bed linen,blankets quilts dohars,2.7,12/12/19,3/12/21
P-3123,B-805,home furnishing,bed linen,blankets quilts dohars,5,12/12/19,8/17/21
P-9062,B-2323,home furnishing,cushions pillows covers,cushion covers,4.7,12/12/19,7/9/21
P-3786,B-977,home furnishing,kitchen dining linen,table runners,1.2,1/1/20,
P-10334,B-2733,home furnishing,bed linen,blankets quilts dohars,5,1/1/20,12/17/21
P-3169,B-817,home furnishing,bed linen,blankets quilts dohars,1.8,1/1/20,4/1/21
P-9631,B-2504,home furnishing,bed linen,blankets quilts dohars,3,1/1/20,7/8/21
P-4699,B-1247,home furnishing,bed linen,blankets quilts dohars,1.5,1/1/20,4/10/21
P-1953,B-419,home furnishing,bed linen,bedsheets,3.9,5/3/20,6/25/21
P-8527,B-2247,home furnishing,kitchen dining linen,table covers,3.5,4/19/15,8/25/21
P-5217,B-1385,home furnishing,cushions pillows covers,cushion covers,2.3,12/20/12,11/17/21
P-9648,B-2508,home furnishing,bath linen,towels,5,12/20/12,1/12/21
P-9226,B-2374,home furnishing,bath linen,towels,1.1,12/20/12,1/24/21
P-1952,B-419,home furnishing,bath linen,towels,5,12/20/13,1/22/21
P-12498,B-3337,home furnishing,living,unknown,1.7,12/20/13,10/8/21
P-9917,B-2599,home furnishing,living,unknown,2.5,12/20/13,5/1/21
P-12211,B-3259,home furnishing,bath linen,towels,2.9,12/20/13,6/9/21
P-1058,B-151,home furnishing,bath linen,towels,4.2,12/20/14,11/12/21
P-8665,B-2256,home furnishing,bath linen,towels,3.2,12/20/14,4/13/21
P-1085,B-162,home furnishing,cushions pillows covers,cushion covers,1.6,12/20/15,7/26/21
P-5549,B-1477,home furnishing,bath linen,towels,1.8,12/20/15,11/7/21
P-1330,B-221,home furnishing,bath linen,towels,2.4,12/20/15,10/29/21
P-2469,B-598,home furnishing,bath linen,towels,3.3,12/20/16,12/5/21
P-9500,B-2457,home furnishing,cushions pillows covers,cushion covers,2,12/20/16,6/11/21
P-6699,B-1767,home furnishing,bath linen,towels,3.5,12/20/17,3/26/21
P-1573,B-309,home furnishing,bath linen,towels,3.4,12/20/19,4/14/21
P-5215,B-1384,home furnishing,living room furnishing,diwan sets,2.4,6/20/13,3/27/21
P-5225,B-1389,home furnishing,bed linen,bedsheets,3.8,6/20/15,5/29/21
P-6708,B-1771,home furnishing,living room furnishing,cushion covers,2.7,6/23/16,12/17/21
P-6049,B-1590,home furnishing,floor coverings,mats,2.9,4/24/18,9/12/21
P-5851,B-1527,home furnishing,kitchen dining linen,table covers,4.6,4/24/20,11/17/21
P-9247,B-2386,home furnishing,bed linen,blankets quilts dohars,1.4,2/25/19,
P-10776,B-2847,home furnishing,living,sofa covers,1.5,5/26/16,4/20/21
P-4567,B-1211,home furnishing,living room furnishing,cushion covers,2.3,6/26/14,12/26/21
P-7011,B-1853,home furnishing,cushions pillows covers,cushion covers,3.7,12/29/17,5/28/21
P-4703,B-1251,home furnishing,curtains accessories,curtains,4.9,12/31/12,2/10/21
P-4479,B-1182,home furnishing,curtains accessories,curtains,1,12/31/12,
P-3508,B-909,home furnishing,curtains accessories,curtains,4,12/31/13,9/9/21
P-3514,B-909,home furnishing,curtains accessories,curtains,3,12/31/16,4/10/21
P-3510,B-909,home furnishing,curtains accessories,curtains,3.8,12/31/17,1/15/21
P-9892,B-2591,home furnishing,curtains accessories,curtains,3.1,12/31/18,6/30/21
P-3512,B-909,home furnishing,curtains accessories,curtains,1.6,12/31/19,1/24/21
P-3127,B-808,home improvement,tools,hand tools,1.6,1/1/15,6/2/21
P-438,B-101,home improvement,lawn gardening,plants,4.6,7/1/16,9/22/21
P-6414,B-1668,home improvement,electricals,switches accessories,2,1/12/17,9/14/21
P-6075,B-1597,home improvement,lawn gardening,plants,2.1,7/1/17,9/7/21
P-444,B-101,home improvement,lawn gardening,plants,2.1,7/1/18,11/12/21
P-3115,B-802,home improvement,lawn gardening,plants,2,7/1/18,10/3/21
P-6825,B-1816,home improvement,home storage organization,laundry,1.8,6/21/19,6/10/21
P-2825,B-732,home kitchen,home appliances,lightings,5,11/3/13,12/25/21
P-2725,B-707,home kitchen,kitchen appliances,food makers,1.5,5/6/19,8/13/21
P-3061,B-789,jewelry,necklaces chains,necklaces,2.4,1/12/12,11/9/21
P-4553,B-1207,jewelry,necklaces chains,necklaces,2.4,1/12/12,6/14/21
P-151,B-41,jewelry,necklaces chains,necklaces,3.5,1/12/12,7/11/21
P-3704,B-947,jewelry,necklaces chains,necklaces,5,1/12/12,1/20/21
P-4338,B-1128,jewelry,necklaces chains,necklaces,1.8,1/12/12,5/13/21
P-12507,B-3340,jewelry,necklaces chains,necklaces,4.3,1/12/12,3/5/21
P-146,B-40,jewelry,necklaces chains,necklaces,3,1/12/12,5/6/21
P-4758,B-1260,jewelry,necklaces chains,necklaces,4,1/12/12,11/29/21
P-4182,B-1081,jewelry,necklaces chains,necklaces,1.4,1/12/12,11/17/21
P-5516,B-1466,jewelry,necklaces chains,necklaces,5,1/12/12,1/24/21
P-4907,B-1295,jewelry,necklaces chains,necklaces,2.6,1/12/12,7/6/21
P-12453,B-3315,jewelry,necklaces chains,necklaces,3.5,1/12/12,10/4/21
P-300,B-80,jewelry,necklaces chains,necklaces,4.1,1/12/12,3/20/21
P-5742,B-1517,jewelry,rings,unknown,2.8,1/1/13,6/19/21
P-5690,B-1517,jewelry,rings,unknown,1.1,1/1/13,10/2/21
P-1848,B-405,jewelry,rings,unknown,4.9,1/1/13,1/1/22
P-8995,B-2307,jewelry,rings,unknown,2.6,1/1/13,6/29/21
P-1847,B-405,jewelry,rings,unknown,3.1,1/1/13,11/30/21
P-2949,B-751,jewelry,rings,unknown,3,1/1/13,7/17/21
P-1900,B-405,jewelry,rings,unknown,1.2,1/1/13,
P-8956,B-2307,jewelry,rings,unknown,1.6,1/1/13,12/8/21
P-11810,B-3175,jewelry,necklaces chains,necklaces,1.4,1/12/13,2/12/21
P-5506,B-1466,jewelry,necklaces chains,necklaces,2.7,1/12/13,11/11/21
P-117,B-30,jewelry,necklaces chains,necklaces,2,1/12/13,1/12/21
P-5055,B-1334,jewelry,necklaces chains,necklaces,2.8,1/12/13,5/29/21
P-4927,B-1300,jewelry,necklaces chains,necklaces,3.2,1/12/13,3/6/21
P-3597,B-929,jewelry,necklaces chains,necklaces,3.4,1/12/13,9/15/21
P-3346,B-864,jewelry,necklaces chains,necklaces,3,1/12/13,10/21/21
P-12196,B-3251,jewelry,necklaces chains,necklaces,1.8,1/12/13,9/26/21
P-3402,B-879,jewelry,necklaces chains,necklaces,5,1/12/13,1/14/21
P-4436,B-1167,jewelry,necklaces chains,necklaces,2.1,1/12/13,9/3/21
P-11578,B-3095,jewelry,necklaces chains,necklaces,4.2,1/12/13,5/25/21
P-5206,B-1379,jewelry,necklaces chains,necklaces,2.4,1/12/13,10/1/21
P-5300,B-1416,jewelry,necklaces chains,necklaces,3.6,1/12/13,12/17/21
P-5195,B-1378,jewelry,necklaces chains,necklaces,2,1/12/13,8/18/21
P-11982,B-3197,jewelry,necklaces chains,necklaces,2.2,1/12/13,11/27/21
P-11778,B-3167,jewelry,necklaces chains,necklaces,4.2,1/12/13,12/19/21
P-3386,B-879,jewelry,necklaces chains,necklaces,2.9,1/12/13,8/7/21
P-3266,B-847,jewelry,necklaces chains,necklaces,4.5,1/12/13,1/2/21
P-109,B-27,jewelry,necklaces chains,necklaces,1.2,1/12/13,12/20/21
P-312,B-86,jewelry,necklaces chains,necklaces,4.5,1/12/13,5/3/21
P-5521,B-1466,jewelry,necklaces chains,necklaces,2.2,1/12/13,1/26/21
P-5108,B-1353,jewelry,necklaces chains,necklaces,1.9,1/12/13,12/28/21
P-7586,B-2028,jewelry,rings,unknown,1.7,6/1/13,4/11/21
P-5729,B-1517,jewelry,rings,unknown,4,6/1/13,3/25/21
P-1863,B-405,jewelry,rings,unknown,4.2,6/1/13,7/6/21
P-5775,B-1517,jewelry,rings,unknown,1.2,6/1/13,3/29/21
P-12081,B-3220,jewelry,rings,unknown,1.7,7/1/13,2/18/21
P-1903,B-405,jewelry,rings,unknown,2.1,7/1/13,3/22/21
P-2823,B-730,jewelry,necklaces chains,necklaces,4,10/3/13,12/18/21
P-6109,B-1614,jewelry,bangles bracelets armlets,bangles,4.2,12/12/13,8/6/21
P-11353,B-3014,jewelry,earrings,unknown,4.9,12/12/13,12/16/21
P-9018,B-2307,jewelry,rings,unknown,2.8,1/1/14,5/12/21
P-1886,B-405,jewelry,rings,unknown,4.8,1/1/14,10/31/21
P-5751,B-1517,jewelry,rings,unknown,2.8,1/1/14,8/14/21
P-5773,B-1517,jewelry,rings,unknown,2.4,1/1/14,12/15/21
P-10727,B-2824,jewelry,rings,unknown,4.4,1/1/14,5/3/21
P-5384,B-1431,jewelry,rings,unknown,2.5,1/1/14,3/7/21
P-9079,B-2326,jewelry,rings,unknown,1.2,1/1/14,
P-5731,B-1517,jewelry,rings,unknown,4.9,1/1/14,9/28/21
P-1850,B-405,jewelry,rings,unknown,2.1,1/1/14,12/20/21
P-8954,B-2307,jewelry,rings,unknown,4.7,1/1/14,4/19/21
P-5779,B-1517,jewelry,rings,unknown,4.4,1/1/14,9/17/21
P-9012,B-2307,jewelry,rings,unknown,2.1,1/1/14,6/7/21
P-8916,B-2307,jewelry,rings,unknown,2.8,1/1/14,7/30/21
P-8976,B-2307,jewelry,rings,unknown,4.7,1/1/14,7/7/21
P-4507,B-1193,jewelry,necklaces chains,necklaces,3.9,1/12/14,2/8/21
P-12392,B-3301,jewelry,necklaces chains,necklaces,1.1,1/12/14,12/5/21
P-3608,B-933,jewelry,necklaces chains,necklaces,1.8,1/12/14,8/24/21
P-318,B-86,jewelry,necklaces chains,necklaces,4.9,1/12/14,10/24/21
P-5460,B-1452,jewelry,necklaces chains,necklaces,1.6,1/12/14,1/13/21
P-11371,B-3020,jewelry,necklaces chains,necklaces,2,1/12/14,11/24/21
P-11877,B-3195,jewelry,necklaces chains,necklaces,1.5,1/12/14,2/27/21
P-4443,B-1169,jewelry,necklaces chains,necklaces,3.1,1/12/14,4/15/21
P-11542,B-3082,jewelry,necklaces chains,necklaces,4.8,1/12/14,1/4/21
P-4988,B-1315,jewelry,necklaces chains,necklaces,4.8,1/12/14,1/31/21
P-3044,B-786,jewelry,necklaces chains,necklaces,3.7,1/12/14,11/17/21
P-11543,B-3082,jewelry,necklaces chains,necklaces,2.7,1/12/14,5/17/21
P-118,B-30,jewelry,necklaces chains,necklaces,2.3,1/12/14,6/17/21
P-4744,B-1260,jewelry,necklaces chains,necklaces,1.6,1/12/14,2/5/21
P-4084,B-1052,jewelry,necklaces chains,necklaces,2,1/12/14,12/5/21
P-4347,B-1129,jewelry,necklaces chains,necklaces,2,1/12/14,7/21/21
P-12128,B-3235,jewelry,accessories,brooches,2.4,2/28/14,10/3/21
P-11701,B-3142,jewelry,jewelry sets,unknown,1.7,4/1/14,3/3/21
P-1877,B-405,jewelry,rings,unknown,4.5,6/1/14,7/24/21
P-5911,B-1556,jewelry,rings,unknown,3.9,6/1/14,5/22/21
P-1837,B-405,jewelry,rings,unknown,5,6/1/14,3/8/21
P-5003,B-1318,jewelry,rings,unknown,1.5,6/1/14,9/12/21
P-9104,B-2332,jewelry,rings,unknown,3.1,7/1/14,7/24/21
P-9432,B-2426,jewelry,pendants lockets,rosesnribbons rhodium garnet amethyst citrine,2.6,11/3/14,1/9/21
P-8887,B-2301,jewelry,bangles bracelets armlets,bangles,2.3,12/12/14,4/22/21
P-11046,B-2930,jewelry,earrings,unknown,1.6,12/12/14,3/12/21
P-8915,B-2307,jewelry,rings,unknown,4.2,1/1/15,6/24/21
P-5783,B-1517,jewelry,rings,unknown,1.4,1/1/15,9/13/21
P-5733,B-1517,jewelry,rings,unknown,1.5,1/1/15,7/17/21
P-5358,B-1430,jewelry,rings,unknown,3.8,1/1/15,11/26/21
P-1852,B-405,jewelry,rings,unknown,2,1/1/15,2/16/21
P-8977,B-2307,jewelry,rings,unknown,2.6,1/1/15,11/3/21
P-8972,B-2307,jewelry,rings,unknown,1.8,1/1/15,6/16/21
P-5757,B-1517,jewelry,rings,unknown,2.2,1/1/15,8/11/21
P-5744,B-1517,jewelry,rings,unknown,2.9,1/1/15,8/27/21
P-5734,B-1517,jewelry,rings,unknown,4.3,1/1/15,1/30/21
P-5710,B-1517,jewelry,rings,unknown,2.8,1/1/15,6/18/21
P-3962,B-1020,jewelry,rings,unknown,3.4,1/1/15,3/9/21
P-11972,B-3197,jewelry,rings,unknown,2.8,1/1/15,3/8/21
P-5768,B-1517,jewelry,rings,unknown,4.7,1/1/15,5/27/21
P-2901,B-746,jewelry,necklaces chains,necklaces,2.8,1/12/15,2/21/21
P-12212,B-3260,jewelry,necklaces chains,necklaces,4.1,1/12/15,9/26/21
P-4509,B-1193,jewelry,necklaces chains,necklaces,2.1,1/12/15,10/23/21
P-427,B-97,jewelry,necklaces chains,necklaces,2.4,1/12/15,12/26/21
P-11913,B-3197,jewelry,necklaces chains,necklaces,3.6,1/12/15,9/1/21
P-5330,B-1420,jewelry,necklaces chains,necklaces,1,1/12/15,8/7/21
P-12435,B-3311,jewelry,necklaces chains,necklaces,1.5,1/12/15,3/2/21
P-11540,B-3082,jewelry,necklaces chains,necklaces,4,1/12/15,3/10/21
P-3351,B-866,jewelry,necklaces chains,necklaces,3.2,1/12/15,11/30/21
P-4886,B-1291,jewelry,necklaces chains,necklaces,4.3,1/12/15,11/15/21
P-12198,B-3251,jewelry,necklaces chains,necklaces,4,1/12/15,12/9/21
P-150,B-41,jewelry,necklaces chains,necklaces,1.5,1/12/15,4/6/21
P-4442,B-1169,jewelry,necklaces chains,necklaces,1.2,1/12/15,10/14/21
P-11961,B-3197,jewelry,necklaces chains,necklaces,3.3,1/12/15,1/9/21
P-11811,B-3175,jewelry,necklaces chains,necklaces,2.8,1/12/15,2/1/21
P-5337,B-1421,jewelry,necklaces chains,necklaces,3.2,1/12/15,6/19/21
P-3327,B-860,jewelry,necklaces chains,necklaces,3.4,1/12/15,11/9/21
P-3593,B-927,jewelry,bangles bracelets armlets,bracelets,4.6,4/1/15,9/14/21
P-5583,B-1481,jewelry,bangles bracelets armlets,bracelets,3.8,4/1/15,6/10/21
P-1717,B-359,jewelry,bangles bracelets armlets,bracelets,2,4/1/15,2/8/21
P-10520,B-2752,jewelry,jewelry sets,unknown,1.1,4/1/15,4/16/21
P-2342,B-557,jewelry,rings,unknown,3.4,6/1/15,6/15/21
P-1374,B-240,jewelry,rings,unknown,1.7,6/1/15,7/13/21
P-4119,B-1065,jewelry,rings,unknown,3.7,7/1/15,2/26/21
P-5185,B-1377,jewelry,rings,unknown,3.8,7/1/15,2/18/21
P-5191,B-1377,jewelry,rings,unknown,2.3,7/1/15,2/4/21
P-2301,B-544,jewelry,necklaces chains,necklaces,4.6,10/3/15,3/13/21
P-3895,B-1004,jewelry,earrings,unknown,3,12/12/15,3/25/21
P-303,B-80,jewelry,earrings,unknown,1.2,12/12/15,6/30/21
P-8981,B-2307,jewelry,rings,unknown,2.4,1/1/16,9/20/21
P-5386,B-1432,jewelry,jewelry sets,unknown,2.1,1/1/16,2/12/21
P-5763,B-1517,jewelry,rings,unknown,1.3,1/1/16,11/29/21
P-1871,B-405,jewelry,rings,unknown,1.1,1/1/16,4/14/21
P-9074,B-2326,jewelry,rings,unknown,4.4,1/1/16,12/31/21
P-8927,B-2307,jewelry,rings,unknown,1.8,1/1/16,4/6/21
P-8918,B-2307,jewelry,rings,unknown,1.7,1/1/16,1/8/21
P-8924,B-2307,jewelry,rings,unknown,3.3,1/1/16,8/9/21
P-5743,B-1517,jewelry,rings,unknown,3.4,1/1/16,10/8/21
P-3975,B-1020,jewelry,rings,unknown,4.8,1/1/16,6/16/21
P-5738,B-1517,jewelry,rings,unknown,3.2,1/1/16,9/2/21
P-8997,B-2307,jewelry,rings,unknown,1.6,1/1/16,2/27/21
P-8967,B-2307,jewelry,rings,unknown,3,1/1/16,11/12/21
P-5510,B-1466,jewelry,necklaces chains,necklaces,3.3,1/12/16,8/10/21
P-3626,B-938,jewelry,necklaces chains,necklaces,1.5,1/12/16,
P-11693,B-3139,jewelry,necklaces chains,necklaces,2.5,1/12/16,5/29/21
P-4760,B-1260,jewelry,necklaces chains,necklaces,4.8,1/12/16,9/29/21
P-4994,B-1315,jewelry,necklaces chains,necklaces,3.2,1/12/16,8/8/21
P-11425,B-3041,jewelry,necklaces chains,necklaces,5,1/12/16,5/9/21
P-3045,B-786,jewelry,necklaces chains,necklaces,3.5,1/12/16,6/13/21
P-4728,B-1260,jewelry,necklaces chains,necklaces,4,1/12/16,2/3/21
P-3326,B-860,jewelry,necklaces chains,necklaces,3.1,1/12/16,3/6/21
P-5559,B-1478,jewelry,necklaces chains,necklaces,2.6,1/12/16,12/8/21
P-3808,B-980,jewelry,necklaces chains,necklaces,4.1,1/12/16,8/6/21
P-12197,B-3251,jewelry,necklaces chains,necklaces,5,1/12/16,3/20/21
P-4591,B-1217,jewelry,necklaces chains,necklaces,5,1/12/16,
P-3060,B-788,jewelry,necklaces chains,necklaces,3.2,1/12/16,12/8/21
P-5196,B-1378,jewelry,necklaces chains,necklaces,3.2,1/12/16,3/22/21
P-11925,B-3197,jewelry,necklaces chains,necklaces,3.9,1/12/16,6/19/21
P-11402,B-3033,jewelry,necklaces chains,necklaces,3.4,1/12/16,5/15/21
P-5750,B-1517,jewelry,rings,unknown,2.9,6/1/16,10/9/21
P-12069,B-3220,jewelry,rings,unknown,1.3,6/1/16,2/19/21
P-5769,B-1517,jewelry,rings,unknown,4.5,6/1/16,3/13/21
P-5747,B-1517,jewelry,rings,unknown,2.1,6/1/16,6/4/21
P-1375,B-240,jewelry,rings,unknown,2.7,6/1/16,6/14/21
P-8465,B-2232,jewelry,necklaces chains,necklaces,2.3,10/3/16,7/30/21
P-2286,B-537,jewelry,bangles bracelets armlets,bangles,2,10/5/16,11/29/21
P-10339,B-2735,jewelry,earrings,unknown,2.2,12/12/16,7/18/21
P-3162,B-815,jewelry,earrings,unknown,2.4,12/12/16,5/3/21
P-8384,B-2204,jewelry,jewelry sets,unknown,4.7,12/12/16,4/11/21
P-11612,B-3115,jewelry,earrings,unknown,5,12/12/16,7/24/21
P-7221,B-1937,jewelry,bangles bracelets armlets,bangles,4.5,12/30/16,5/28/21
P-8912,B-2307,jewelry,rings,unknown,1.3,1/1/17,5/19/21
P-5709,B-1517,jewelry,rings,unknown,4.4,1/1/17,10/17/21
P-8982,B-2307,jewelry,rings,unknown,3,1/1/17,8/5/21
P-5677,B-1517,jewelry,rings,unknown,2.3,1/1/17,9/5/21
P-8935,B-2307,jewelry,rings,unknown,3,1/1/17,5/19/21
P-1854,B-405,jewelry,rings,unknown,1.8,1/1/17,1/27/21
P-3973,B-1020,jewelry,rings,unknown,3.4,1/1/17,7/2/21
P-5759,B-1517,jewelry,rings,unknown,1.2,1/1/17,2/12/21
P-2948,B-751,jewelry,rings,unknown,1.3,1/1/17,3/31/21
P-1875,B-405,jewelry,rings,unknown,3.8,1/1/17,3/15/21
P-5377,B-1431,jewelry,rings,unknown,2.2,1/1/17,7/2/21
P-3960,B-1020,jewelry,rings,unknown,4.2,1/1/17,8/26/21
P-8925,B-2307,jewelry,rings,unknown,4.1,1/1/17,9/27/21
P-5565,B-1478,jewelry,necklaces chains,necklaces,3,1/12/17,6/7/21
P-4404,B-1148,jewelry,necklaces chains,necklaces,3.7,1/12/17,10/6/21
P-5307,B-1417,jewelry,necklaces chains,necklaces,4.7,1/12/17,4/6/21
P-5508,B-1466,jewelry,necklaces chains,necklaces,3.6,1/12/17,1/3/21
P-3564,B-920,jewelry,necklaces chains,necklaces,4,1/12/17,10/27/21
P-5305,B-1417,jewelry,necklaces chains,necklaces,4.2,1/12/17,9/13/21
P-3401,B-879,jewelry,necklaces chains,necklaces,3.9,1/12/17,2/24/21
P-5403,B-1442,jewelry,necklaces chains,necklaces,3.4,1/12/17,11/20/21
P-2841,B-734,jewelry,necklaces chains,necklaces,3.3,1/12/17,5/18/21
P-3699,B-947,jewelry,necklaces chains,necklaces,1.8,1/12/17,8/4/21
P-5316,B-1417,jewelry,necklaces chains,necklaces,2.1,1/12/17,
P-4345,B-1129,jewelry,necklaces chains,necklaces,3.3,1/12/17,7/6/21
P-4984,B-1315,jewelry,necklaces chains,necklaces,1.5,1/12/17,3/19/21
P-2834,B-734,jewelry,necklaces chains,necklaces,1.4,1/12/17,3/14/21
P-11977,B-3197,jewelry,necklaces chains,necklaces,4.8,1/12/17,12/29/21
P-11963,B-3197,jewelry,necklaces chains,necklaces,2,1/12/17,1/12/21
P-5342,B-1421,jewelry,necklaces chains,necklaces,1.3,1/12/17,5/23/21
P-3157,B-813,jewelry,necklaces chains,necklaces,2.7,1/12/17,7/10/21
